cms_txn_sk,sales_cust_id,sales_tran_id,sales_order_id,sales_item_quantity,sales_order_dt,cms_store_sk,sales_store_id,sales_store_name,sales_channel,sales_region_name,cms_product_sk,sales_product_id,sales_product_name,sales_product_desc,sales_prd_style_id,sales_prd_style_name,sales_prd_style_desc,sales_prd_color_id,sales_prd_color_shade_name,sales_prd_size_id,sales_prd_size_name,sales_prd_fit,sales_prd_category_id,sales_prd_category_name,sales_prd_brand_id,sales_prd_brand_name,sales_csat,sales_sell_price,sales_discount_amt,promoter,detractor,passive,sales_launch_date,premium_prd,ship_mode,payment_preference,insert_dt,last_modified_dt,insert_by,last_modified_by,job_id,batch_id
8772,DB-13555,txn8772,CA-2018-115882,6,2019-10-12,257,Store_314,Store314,Online,South,429,OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,null,3,Formal,null,1,Other,2,Small,Slim,CAT002,Office Supplies,null,Aerodyne,10,942.784,24.05252049,1,0,0,2019-10-01,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8773,DB-13555,txn8773,CA-2018-115882,2,2019-10-12,257,Store_314,Store314,Online,South,1081,OFF-PA-10001125,Xerox 1988,null,4,Casual,null,4,Light,3,Large,Tapered,CAT002,Office Supplies,null,Redash,10,74.352,17.01873035,1,0,0,2019-10-12,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8774,LC-16960,txn8774,CA-2016-132276,5,2019-10-12,140,Store_024,Store024,Curbside,East,391,OFF-AP-10000804,Hoover Portapower Portable Vacuum,null,2,Formal,null,2,Dark,1,Extra Large,Slim,CAT002,Office Supplies,null,Renow,10,26.88,2.098896072,1,0,0,2019-10-12,N,Same Day,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8775,LC-16960,txn8775,CA-2016-132276,10,2019-10-12,140,Store_024,Store024,Curbside,East,759,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,null,1,Party,null,2,Other,2,Large,Slim,CAT002,Office Supplies,null,Beautify,9,10.896,0.227520464,1,0,0,2019-10-12,N,Same Day,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8776,MP-18175,txn8776,CA-2017-163636,5,2019-10-12,26,Store_037,Store037,Curbside,Central,521,OFF-AR-10001547,Newell 311,null,3,Casual,null,1,Other,3,Large,Relaxed,CAT002,Office Supplies,null,Bounce,8,3.536,0.432598714,0,0,1,2019-10-12,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8777,EA-14035,txn8777,CA-2017-102813,8,2019-10-12,334,Store_144,Store144,Online,Central,60,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",null,3,Formal,null,1,Dark,2,Small,Tapered,CAT001,Furniture,null,Bounce,10,528.43,70.2615733,1,0,0,2019-10-06,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8778,EA-14035,txn8778,CA-2017-102813,3,2019-10-12,334,Store_144,Store144,Online,Central,1050,OFF-PA-10000520,Xerox 201,null,4,Formal,null,1,Other,3,Xtra Small,Tapered,CAT002,Office Supplies,null,Aerodyne,10,41.472,2.14083353,1,0,0,2019-10-12,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8779,BP-11095,txn8779,CA-2018-135377,10,2019-10-12,140,Store_024,Store024,Online,East,40,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",null,4,Formal,null,1,Other,3,Xtra Small,Relaxed,CAT001,Furniture,null,Aerodyne,10,287.976,34.02867341,1,0,0,2019-10-12,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8780,BM-11785,txn8780,CA-2016-165813,7,2019-10-12,125,Store_161,Store161,Delivery,West,1405,OFF-ST-10004258,Portable Personal File Box,null,2,Party,null,1,Dark,2,Large,Tapered,CAT002,Office Supplies,null,Beautify,9,29.304,6.853797817,1,0,0,2019-10-12,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8781,CM-12715,txn8781,CA-2016-133585,10,2019-10-12,295,Store_033,Store033,Online,Central,590,OFF-AR-10003696,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,null,4,Formal,null,5,Bright,2,Large,Regular,CAT002,Office Supplies,null,Aerodyne,8,55.328,6.946960232,0,0,1,2019-10-12,N,Same Day,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8782,CM-12715,txn8782,CA-2016-133585,8,2019-10-12,295,Store_033,Store033,Online,Central,14,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",null,2,Hip-Hop,null,3,Other,3,Xtra Small,Regular,CAT001,Furniture,null,Godsub,8,1227.9984,181.8424713,0,0,1,2019-10-12,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8783,JD-16150,txn8783,CA-2017-116911,1,2019-10-12,null,0,null,Online,null,686,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,null,2,Casual,null,3,Bright,1,Xtra Small,Slim,CAT002,Office Supplies,null,Godsub,9,20.416,2.066301801,1,0,0,2019-10-12,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8784,JD-16150,txn8784,CA-2017-116911,7,2019-10-12,null,0,null,Online,null,355,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,null,3,Formal,null,3,Other,2,Medium,Slim,CAT001,Furniture,null,Respont,10,1128.39,252.1593078,1,0,0,2019-10-12,Y,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8785,AS-10630,txn8785,US-2018-129224,10,2019-10-12,300,Store_365,Store365,Curbside,South,984,OFF-LA-10003190,Avery 474,null,4,Party,null,5,Other,1,Medium,Relaxed,CAT002,Office Supplies,null,Bounce,10,4.608,0.551141454,1,0,0,2019-10-12,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8786,CM-11815,txn8786,CA-2018-145765,1,2019-10-12,226,Store_052,Store052,Online,West,1711,TEC-PH-10001305,Panasonic KX TS208W Corded phone,null,1,Casual,null,3,Light,2,Large,Tapered,CAT003,Technology,null,Respont,7,195.96,10.20694123,0,0,1,2019-10-12,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8787,CM-11815,txn8787,CA-2018-145765,9,2019-10-12,226,Store_052,Store052,Online,West,1105,OFF-PA-10001534,Xerox 230,null,3,Hip-Hop,null,4,Bright,3,Medium,Regular,CAT002,Office Supplies,null,Murphy,9,15.552,3.087738636,1,0,0,2019-10-12,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8788,CM-11815,txn8788,CA-2018-145765,4,2019-10-12,226,Store_052,Store052,Online,West,1473,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,null,1,Hip-Hop,null,3,Light,2,Large,Regular,CAT003,Technology,null,Bounce,8,271.968,25.09654785,0,0,1,2019-10-04,N,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8789,JE-15715,txn8789,CA-2018-126914,8,2019-10-12,75,Store_234,Store234,Delivery,South,63,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,null,4,Party,null,2,Dark,3,Small,Relaxed,CAT001,Furniture,null,Murphy,10,698.352,76.68505505,1,0,0,2019-10-12,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8790,JE-15715,txn8790,CA-2018-126914,2,2019-10-12,75,Store_234,Store234,Delivery,South,4,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,null,4,Formal,null,3,Light,2,Extra Large,Tapered,CAT001,Furniture,null,Bounce,5,77.728,2.171422739,0,1,0,2019-10-06,N,First Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8791,AG-10525,txn8791,CA-2016-169572,8,2019-10-12,259,Store_196,Store196,Online,South,747,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",null,2,Casual,null,2,Dark,2,Xtra Small,Relaxed,CAT002,Office Supplies,null,Trust Nom,10,46.62,5.166079526,1,0,0,2019-10-12,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8792,TT-21220,txn8792,CA-2018-162075,7,2019-10-12,290,Store_017,Store017,Delivery,Central,1724,TEC-PH-10001557,Pyle PMP37LED,null,2,Formal,null,2,Other,3,Small,Relaxed,CAT003,Technology,null,Catwomen,10,537.544,66.49531764,1,0,0,2019-10-12,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8793,BP-11095,txn8793,CA-2015-162992,1,2019-10-12,285,Store_142,Store142,Online,West,967,OFF-LA-10001934,Avery 516,null,1,Party,null,2,Dark,2,Small,Slim,CAT002,Office Supplies,null,Catwomen,10,14.62,2.754252759,1,0,0,2019-10-12,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8794,BP-11095,txn8794,CA-2015-162992,6,2019-10-12,285,Store_142,Store142,Online,West,936,OFF-FA-10004248,Advantus T-Pin Paper Clips,null,1,Formal,null,4,Light,2,Large,Regular,CAT002,Office Supplies,null,Redash,7,22.55,0.905509779,0,0,1,2019-10-12,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8795,BP-11095,txn8795,CA-2015-162992,6,2019-10-12,285,Store_142,Store142,Online,West,1741,TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,null,4,Party,null,3,Other,2,Xtra Small,Tapered,CAT003,Technology,null,Bounce,9,583.8,115.1511883,1,0,0,2019-10-12,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8796,BP-11095,txn8796,CA-2015-162992,10,2019-10-12,285,Store_142,Store142,Online,West,1746,TEC-PH-10002085,Clarity 53712,null,4,Party,null,3,Other,3,Small,Slim,CAT003,Technology,null,Bounce,10,211.168,6.941113399,1,0,0,2019-10-05,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8797,MJ-17740,txn8797,CA-2017-106397,3,2019-10-12,11,Store_013,Store013,Delivery,West,1215,OFF-PA-10003441,Xerox 226,null,2,Hip-Hop,null,2,Light,2,Large,Relaxed,CAT002,Office Supplies,null,Renow,10,12.96,2.294796624,1,0,0,2019-10-12,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8798,MJ-17740,txn8798,CA-2017-106397,1,2019-10-12,11,Store_013,Store013,Delivery,West,622,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,null,2,Hip-Hop,null,5,Light,3,Xtra Small,Tapered,CAT002,Office Supplies,null,Bounce,10,45.98,4.675481123,1,0,0,2019-10-12,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8799,VM-21685,txn8799,US-2017-150140,10,2019-10-12,null,#N/A,null,Curbside,null,1768,TEC-PH-10002555,Nortel Meridian M5316 Digital phone,null,3,Formal,null,4,Other,1,Xtra Small,Regular,CAT003,Technology,null,Aerospace,10,1294.75,158.2421329,1,0,0,2019-10-12,N,Same Day,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8800,KT-16480,txn8800,CA-2015-116666,8,2019-10-12,341,Store_064,Store064,Delivery,East,1599,TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,null,4,Formal,null,1,Light,2,Xtra Small,Tapered,CAT003,Technology,null,Murphy,7,1799.97,440.5087515,0,0,1,2019-10-12,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8801,CS-12250,txn8801,CA-2018-148992,2,2019-10-12,26,Store_037,Store037,Online,Central,1255,OFF-PA-10004285,Xerox 1959,null,1,Hip-Hop,null,3,Other,1,Large,Relaxed,CAT002,Office Supplies,null,Trust Nom,8,10.688,0.457250418,0,0,1,2019-10-12,N,First Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8802,AB-10015,txn8802,CA-2017-140935,4,2019-10-12,289,Store_336,Store336,Delivery,Central,1692,TEC-PH-10000562,Samsung Convoy 3,null,1,Party,null,5,Bright,1,Small,Tapered,CAT003,Technology,null,Redash,10,221.98,30.66843281,1,0,0,2019-10-12,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8803,AB-10015,txn8803,CA-2017-140935,1,2019-10-12,289,Store_336,Store336,Delivery,Central,39,FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",null,4,Formal,null,1,Dark,3,Medium,Regular,CAT001,Furniture,null,Bounce,9,341.96,46.19600889,1,0,0,2019-10-12,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8804,AH-10030,txn8804,CA-2015-157644,6,2019-10-12,88,Store_046,Store046,Online,East,1560,TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",null,4,Party,null,1,Bright,1,Large,Tapered,CAT003,Technology,null,Bounce,10,34.77,7.983111634,1,0,0,2019-10-12,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8805,AH-10030,txn8805,CA-2015-157644,5,2019-10-12,88,Store_046,Store046,Online,East,983,OFF-LA-10003148,Avery 51,null,4,Formal,null,5,Light,1,Large,Slim,CAT002,Office Supplies,null,Bounce,9,18.9,1.659214824,1,0,0,2019-10-12,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8806,DO-13435,txn8806,US-2018-100398,5,2019-10-12,43,Store_363,Store363,Delivery,West,726,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",null,4,Formal,null,2,Light,2,Large,Relaxed,CAT002,Office Supplies,null,Bounce,9,102.72,7.297799978,1,0,0,2019-10-05,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8807,MC-17590,txn8807,CA-2017-113082,5,2019-10-12,null,0,null,Online,null,236,FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",null,1,Hip-Hop,null,5,Bright,1,Small,Regular,CAT001,Furniture,null,Bostel,9,40.48,7.969050231,1,0,0,2019-10-12,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8808,JF-15190,txn8808,US-2018-110646,6,2019-10-12,341,Store_064,Store064,Delivery,East,817,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",null,3,Party,null,2,Dark,2,Xtra Small,Relaxed,CAT002,Office Supplies,null,Murphy,9,33.282,4.109628095,1,0,0,2019-10-12,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8809,JF-15190,txn8809,US-2018-110646,1,2019-10-12,341,Store_064,Store064,Delivery,East,1779,TEC-PH-10002807,Motorla HX550 Universal Bluetooth Headset,null,1,Hip-Hop,null,4,Other,3,Medium,Slim,CAT003,Technology,null,Bounce,5,118.65,3.625433012,0,1,0,2019-10-12,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8810,JF-15190,txn8810,US-2018-110646,8,2019-10-12,341,Store_064,Store064,Delivery,East,961,OFF-LA-10001404,Avery 517,null,3,Formal,null,3,Dark,3,Xtra Small,Relaxed,CAT002,Office Supplies,null,Beautify,9,14.76,1.234344343,1,0,0,2019-10-12,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8811,SM-20950,txn8811,CA-2018-120614,5,2019-10-12,202,Store_026,Store026,Online,West,1279,OFF-PA-10004911,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",null,4,Hip-Hop,null,4,Bright,3,Extra Large,Relaxed,CAT002,Office Supplies,null,Murphy,8,37.52,1.784396823,0,0,1,2019-10-07,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8812,SP-20650,txn8812,US-2017-140172,7,2019-10-12,168,Store_031,Store031,Online,Central,460,OFF-AP-10004233,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,null,2,Party,null,1,Light,3,Extra Large,Tapered,CAT002,Office Supplies,null,Bounce,10,207.144,0.334671677,1,0,0,2019-10-12,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8813,SP-20650,txn8813,US-2017-140172,9,2019-10-12,168,Store_031,Store031,Online,Central,558,OFF-AR-10002766,Prang Drawing Pencil Set,null,3,Party,null,2,Dark,1,Xtra Small,Slim,CAT002,Office Supplies,null,Godsub,10,13.9,0.433510379,1,0,0,2019-10-05,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8814,CK-12760,txn8814,CA-2016-127754,9,2019-10-12,178,Store_276,Store276,Online,West,101,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,null,4,Casual,null,1,Dark,1,Small,Relaxed,CAT001,Furniture,null,Bounce,9,266.352,0.415170334,1,0,0,2019-10-12,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8815,PW-19240,txn8815,CA-2016-144274,7,2019-10-12,142,Store_050,Store050,Delivery,East,1787,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,null,1,Formal,null,4,Other,2,Xtra Small,Slim,CAT003,Technology,null,Beautify,8,307.98,31.34119333,0,0,1,2019-10-12,N,First Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8816,PW-19240,txn8816,CA-2016-144274,8,2019-10-12,142,Store_050,Store050,Delivery,East,1108,OFF-PA-10001583,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",null,3,Formal,null,2,Bright,3,Extra Large,Tapered,CAT002,Office Supplies,null,Beautify,9,44.1,1.868703245,1,0,0,2019-10-12,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8817,PW-19240,txn8817,CA-2016-144274,2,2019-10-12,142,Store_050,Store050,Delivery,East,534,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",null,2,Party,null,2,Dark,2,Xtra Small,Regular,CAT002,Office Supplies,null,Fostor,5,13.12,0.724008932,0,1,0,2019-10-06,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8818,PW-19240,txn8818,CA-2016-144274,8,2019-10-12,142,Store_050,Store050,Delivery,East,881,OFF-EN-10003286,Staple envelope,null,1,Party,null,1,Bright,1,Medium,Regular,CAT002,Office Supplies,null,Fostor,8,16.56,3.231139115,0,0,1,2019-10-05,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8819,PW-19240,txn8819,CA-2016-144274,7,2019-10-12,142,Store_050,Store050,Delivery,East,1215,OFF-PA-10003441,Xerox 226,null,2,Hip-Hop,null,2,Light,2,Large,Relaxed,CAT002,Office Supplies,null,Renow,8,38.88,7.90719737,0,0,1,2019-10-12,N,Same Day,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8820,EB-14170,txn8820,CA-2016-142930,9,2019-10-12,176,Store_111,Store111,Delivery,Central,1213,OFF-PA-10003395,Xerox 1941,null,2,Party,null,1,Light,2,Extra Large,Relaxed,CAT002,Office Supplies,null,Bounce,9,335.52,49.57571266,1,0,0,2019-10-12,N,Same Day,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8821,DK-13090,txn8821,CA-2018-100622,1,2019-10-12,null,0,null,Delivery,null,1605,TEC-CO-10003236,Canon Image Class D660 Copier,null,1,Formal,null,5,Bright,3,Extra Large,Slim,CAT003,Technology,null,Bounce,8,959.984,189.6459854,0,0,1,2019-10-12,Y,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8822,DK-13090,txn8822,CA-2018-100622,5,2019-10-12,null,0,null,Delivery,null,759,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,null,1,Party,null,2,Other,2,Large,Slim,CAT002,Office Supplies,null,Beautify,9,4.086,0.809559197,1,0,0,2019-10-12,N,First Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8823,DK-13090,txn8823,CA-2018-100622,8,2019-10-12,null,0,null,Delivery,null,606,OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,null,4,Casual,null,3,Light,3,Large,Tapered,CAT002,Office Supplies,null,Renow,8,55.984,7.098991232,0,0,1,2019-10-12,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8824,DK-13090,txn8824,CA-2018-100622,4,2019-10-12,null,0,null,Delivery,null,1189,OFF-PA-10002947,Xerox 1923,null,2,Hip-Hop,null,4,Dark,1,Large,Regular,CAT002,Office Supplies,null,Beautify,10,10.688,0.203574464,1,0,0,2019-10-12,N,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8825,TB-21055,txn8825,CA-2018-117156,8,2019-10-12,269,Store_332,Store332,Delivery,East,886,OFF-EN-10003845,Colored Envelopes,null,2,Casual,null,4,Bright,2,Medium,Slim,CAT002,Office Supplies,null,Murphy,8,8.856,1.315177773,0,0,1,2019-10-12,N,Same Day,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8826,AG-10900,txn8826,CA-2016-115399,1,2019-10-12,341,Store_064,Store064,Delivery,East,984,OFF-LA-10003190,Avery 474,null,4,Party,null,5,Other,1,Medium,Relaxed,CAT002,Office Supplies,null,Bounce,10,6.912,1.453437276,1,0,0,2019-10-12,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8827,SC-20020,txn8827,US-2015-157847,1,2019-10-12,55,Store_015,Store015,Delivery,Central,1192,OFF-PA-10002986,Xerox 1898,null,4,Hip-Hop,null,1,Other,3,Extra Large,Slim,CAT002,Office Supplies,null,Beautify,9,26.72,3.515563041,1,0,0,2019-10-12,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8828,SC-20020,txn8828,US-2015-157847,5,2019-10-12,55,Store_015,Store015,Delivery,Central,1109,OFF-PA-10001593,Xerox 1947,null,3,Casual,null,1,Other,1,Large,Slim,CAT002,Office Supplies,null,Bounce,10,33.488,2.913063359,1,0,0,2019-10-12,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8829,BB-11545,txn8829,CA-2016-115168,8,2019-10-12,null,0,null,Online,null,1051,OFF-PA-10000528,Xerox 1981,null,4,Formal,null,1,Dark,2,Extra Large,Slim,CAT002,Office Supplies,null,Catwomen,7,10.56,0.888890083,0,0,1,2019-10-06,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8830,VP-21760,txn8830,CA-2015-109680,8,2019-10-12,268,Store_304,Store304,Online,Central,1352,OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,null,2,Casual,null,3,Dark,2,Large,Slim,CAT002,Office Supplies,null,Beautify,9,386.34,21.36687666,1,0,0,2019-10-12,Y,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8831,RP-19270,txn8831,CA-2017-167983,9,2019-10-12,78,Store_061,Store061,Online,West,790,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,null,2,Party,null,3,Bright,3,Medium,Relaxed,CAT002,Office Supplies,null,Beautify,9,33.44,0.396364928,1,0,0,2019-10-12,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8832,DH-13675,txn8832,CA-2016-145324,7,2019-10-12,71,Store_245,Store245,Curbside,South,235,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,null,3,Casual,null,1,Dark,1,Extra Large,Relaxed,CAT001,Furniture,null,Respont,9,39.96,8.63651207,1,0,0,2019-10-05,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8833,SW-20455,txn8833,CA-2016-153423,10,2019-10-12,198,Store_145,Store145,Delivery,East,656,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,null,4,Party,null,1,Dark,1,Medium,Slim,CAT002,Office Supplies,null,Bounce,3,1217.568,249.7864489,0,1,0,2019-10-05,Y,First Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8834,KF-16285,txn8834,US-2018-132675,5,2019-10-12,null,0,null,Curbside,null,1414,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,null,3,Casual,null,1,Other,1,Xtra Small,Regular,CAT002,Office Supplies,null,Redash,8,15.51,3.090449948,0,0,1,2019-10-12,N,Same Day,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8835,KF-16285,txn8835,US-2018-132675,8,2019-10-12,null,0,null,Curbside,null,1791,TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces Headset,null,2,Hip-Hop,null,5,Dark,3,Xtra Small,Tapered,CAT003,Technology,null,Murphy,10,89.9,17.73111883,1,0,0,2019-10-11,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
